,Wall time,Step,Value
399,1702347664.2872567,17267,11.798601627349852
400,1702347666.8287554,17311,11.810268878936766
401,1702347669.263606,17355,11.825684070587156
402,1702347671.7612472,17399,11.80901765823364
403,1702347674.550913,17443,11.829433917999266
404,1702347677.606688,17487,11.829851627349852
405,1702347680.5677795,17531,11.836517810821531
406,1702347683.6793685,17575,11.897350788116453
407,1702347686.5826535,17619,11.867767810821531
408,1702347689.6992242,17663,11.851101398468016
409,1702347692.6353996,17707,11.879435062408445
410,1702347695.2366955,17742,11.694017887115477
411,1702347698.467883,17786,11.662352085113524
412,1702347701.7040548,17830,11.657768726348875
413,1702347704.879429,17874,11.87610101699829
414,1702347708.0159338,17918,11.86193513870239
415,1702347710.9042711,17962,11.911100864410399
416,1702347714.0347955,18006,11.941935062408445
417,1702347717.023792,18050,11.936933994293211
418,1702347720.1244192,18094,11.911934375762938
419,1702347723.2698915,18138,11.941101551055906
420,1702347726.156237,18182,11.93860101699829
421,1702347729.1252987,18226,11.943602085113524
422,1702347732.0305774,18270,11.963600635528563
423,1702347735.1272163,18314,11.987350940704344
424,1702347737.6796746,18358,12.04651880264282
425,1702347740.1773186,18402,12.051102161407469
426,1702347742.5254595,18446,12.010685443878172
427,1702347744.8636358,18487,11.93776750564575
428,1702347747.403139,18531,11.915268421173094
429,1702347749.8609142,18575,11.873602390289305
430,1702347752.1093905,18616,11.824018955230711
431,1702347754.6030462,18660,11.766518115997313
432,1702347757.0408895,18704,11.792768955230711
433,1702347759.5783994,18748,11.78526735305786
434,1702347761.955444,18792,11.739435672760008
435,1702347764.3853135,18834,11.801517963409422
436,1702347766.7832904,18878,11.789434909820555
437,1702347769.3995354,18922,11.804852008819578
438,1702347771.835386,18966,11.760267734527586
439,1702347774.2961524,19010,11.755684375762938
440,1702347776.7130632,19054,11.758184909820555
441,1702347779.2406056,19098,11.742352008819578
442,1702347781.7133317,19142,11.766935825347899
443,1702347784.208981,19186,11.757769107818602
444,1702347786.2212472,19221,11.586935520172117
445,1702347788.5783598,19265,11.569017887115477
446,1702347791.1407857,19309,11.581100940704344
447,1702347793.585605,19353,11.531101703643797
448,1702347796.1290953,19397,11.536934375762938
449,1702347798.5898595,19441,11.561518192291258
450,1702347801.0436492,19485,11.531101703643797
451,1702347803.128673,19523,11.4281849861145
452,1702347805.6701682,19567,11.538601398468016
453,1702347808.0482118,19611,11.569017887115477
454,1702347810.5617998,19655,11.603601932525633
455,1702347813.048479,19699,11.65068483352661
456,1702347815.5491135,19743,11.699018955230711
457,1702347817.9530678,19787,11.67151880264282
458,1702347820.5603452,19831,11.694017887115477
459,1702347823.024099,19875,11.732351779937742
460,1702347825.5376885,19919,11.859434604644774
461,1702347827.6815162,19957,11.725267887115477
